a,video_id,author,likes,published,updated,text,teks_new,teks_new_lower,"sentimen (1 negatif, 2 netral, 3 positif)"
UgzN_yPiL9gZGrfKGut4AaABAg,1ySbwgZoUZI,@Terataiyangberlumpur,2,2025-02-16T08:11:40Z,2025-02-16T08:11:40Z,Mantap Pak Prabowo!!!... Lanjutken pak dan hiraukan komen2 negatif buzzer2 dari koruptor2 itu,Mantap Pak Prabowo!!!... Lanjutken pak dan hiraukan komen2 negatif buzzer2 dari koruptor2 itu,mantap pak prabowo!!!... lanjutken pak dan hiraukan komen2 negatif buzzer2 dari koruptor2 itu,3
Ugw3HOjowvTv16i4ivx4AaABAg,1ySbwgZoUZI,@19.muhammadraflysiregar44,0,2025-02-16T08:11:16Z,2025-02-16T08:11:16Z,9:40 uu perampasan aset ga diresmikan = omon-omon,9:40 uu perampasan aset ga diresmikan = omon-omon,9:40 uu perampasan aset ga diresmikan = omon-omon,1
UgwBKhY6xv20P_QGRa54AaABAg,1ySbwgZoUZI,@esdegan7176,1,2025-02-16T08:11:01Z,2025-02-16T08:11:01Z,"PECAT 80% PNS, TIRU ""DOGE"" DONALD TRUMP 🔥⚡🔥⚡","PECAT 80% PNS, TIRU ""DOGE"" DONALD TRUMP ","pecat 80% pns, tiru ""doge"" donald trump ",1
Ugye_unt__6M2Qw6cKR4AaABAg,1ySbwgZoUZI,@iwanrozadi7533,2,2025-02-16T08:09:27Z,2025-02-16T08:09:27Z,Tumben metro bikin berita positif 😂😂😂,Tumben metro bikin berita positif ,tumben metro bikin berita positif ,2
Ugxau-IB4qzNBI6Kbqp4AaABAg,1ySbwgZoUZI,@AdnanSaputra-f1c,0,2025-02-16T08:07:54Z,2025-02-16T08:07:54Z,"Efesiensi itu kan yang gak perlu dianggarkan ya jangan, karna memghambur²kan uang rakyat,, efesiensi anggaran kok masih digoreng² aja,, mbok ya pada mikir ngapa","Efesiensi itu kan yang gak perlu dianggarkan ya jangan, karna memghambur2kan uang rakyat,, efesiensi anggaran kok masih digoreng2 aja,, mbok ya pada mikir ngapa","efesiensi itu kan yang gak perlu dianggarkan ya jangan, karna memghambur2kan uang rakyat,, efesiensi anggaran kok masih digoreng2 aja,, mbok ya pada mikir ngapa",3
UgxwzpaMjt0txLk-xGJ4AaABAg,1ySbwgZoUZI,@abbai_urtas-x2n,0,2025-02-16T08:07:21Z,2025-02-16T08:07:21Z,Era Soeharto dan SBY enak jalani hidup kita,Era Soeharto dan SBY enak jalani hidup kita,era soeharto dan sby enak jalani hidup kita,1
UgygbQ_i_Cfd1Fa9Kdx4AaABAg,1ySbwgZoUZI,@AsroriHasim,0,2025-02-16T08:07:13Z,2025-02-16T08:07:13Z,Kalau di pangkas gak ada yg di korupsi donk...setoran kurang nanti,Kalau di pangkas gak ada yg di korupsi donk...setoran kurang nanti,kalau di pangkas gak ada yg di korupsi donk...setoran kurang nanti,3
UgySL6dMDkcXiHvqwF94AaABAg,1ySbwgZoUZI,@Ide-x4n,0,2025-02-16T08:06:57Z,2025-02-16T08:06:57Z,Berita bagus,Berita bagus,berita bagus,3
UgzGhCrN-PGOFbDxLSl4AaABAg,1ySbwgZoUZI,@carsonkenway3293,3,2025-02-16T08:04:00Z,2025-02-16T08:04:00Z,betulllllll,betulllllll,betulllllll,2
UgzogqUQfp3OcZUddZp4AaABAg,1ySbwgZoUZI,@wasisudewa1007,0,2025-02-16T08:00:46Z,2025-02-16T08:00:46Z,"Penghematan di dpr perlu dicontoh, tidak kerja tidur banyak...😂😂😂","Penghematan di dpr perlu dicontoh, tidak kerja tidur banyak...","penghematan di dpr perlu dicontoh, tidak kerja tidur banyak...",1
UgwSTw5SShrr8cho2vR4AaABAg,1ySbwgZoUZI,@antonieleeantoni7203,0,2025-02-16T08:00:18Z,2025-02-16T08:00:43Z,SILAH KAN LO ORANG PEMERINTAHAN KERJA ..LO ORANG BAUT RAKYAT KERJA YG BENER  BENAHI NEGARA ...GENERASI SY YGBORANG GUNUNG BIARLAH  MENGAIS DOLLAR  DI LUAR NEGRI 😂JADI BABU JUGA BEDANYA DI BAYAR DOLLAR 😂,SILAH KAN LO ORANG PEMERINTAHAN KERJA ..LO ORANG BAUT RAKYAT KERJA YG BENER  BENAHI NEGARA ...GENERASI SY YGBORANG GUNUNG BIARLAH  MENGAIS DOLLAR  DI LUAR NEGRI JADI BABU JUGA BEDANYA DI BAYAR DOLLAR ,silah kan lo orang pemerintahan kerja ..lo orang baut rakyat kerja yg bener  benahi negara ...generasi sy ygborang gunung biarlah  mengais dollar  di luar negri jadi babu juga bedanya di bayar dollar ,1
Ugzclon3c9c2WSlU9JF4AaABAg,1ySbwgZoUZI,@alfiani8427,0,2025-02-16T07:59:25Z,2025-02-16T07:59:25Z,Cina .maju.karena korupsi hukuman mati.,Cina .maju.karena korupsi hukuman mati.,cina .maju.karena korupsi hukuman mati.,1
UgxUyyfdVzB3QiadWHB4AaABAg,1ySbwgZoUZI,@fuadhasan5589,5,2025-02-16T07:58:39Z,2025-02-16T07:58:39Z,"Mlh studi bnding🎉😂😂😂buang2 duit bos..kunjuan 1 negara 1m, 3 ngra 3 milyar cukup buat mkn 300.000 ank sekolah😂😂😂..ap di indo gk ad arsitec  ...","Mlh studi bndingbuang2 duit bos..kunjuan 1 negara 1m, 3 ngra 3 milyar cukup buat mkn 300.000 ank sekolah..ap di indo gk ad arsitec  ...","mlh studi bndingbuang2 duit bos..kunjuan 1 negara 1m, 3 ngra 3 milyar cukup buat mkn 300.000 ank sekolah..ap di indo gk ad arsitec  ...",1
UgzGyWL_7g_V4LtsENN4AaABAg,1ySbwgZoUZI,@alfiani8427,8,2025-02-16T07:58:35Z,2025-02-16T07:58:35Z,Apapun di usahakan.klo korupsi gk di buat uudnya.presiden yg gagal.,Apapun di usahakan.klo korupsi gk di buat uudnya.presiden yg gagal.,apapun di usahakan.klo korupsi gk di buat uudnya.presiden yg gagal.,1
UgyFQR_ajGhguGeZWhd4AaABAg,1ySbwgZoUZI,@andiai6605,136,2025-02-16T07:58:18Z,2025-02-16T07:58:18Z,"Setuju bgt efisiensi ini, krn selama ini yg kami amati program2 kementerian/dinas prov-kota banyakan buang2 anggaran, mereka rapat harus di hotel bintang ke luar kota klo bisa ke bali atau ke LN itu yg terjadi, belum lagi kedok wisata keluarga atas nama studi banding ini sangat miris krn memakai uang masyarakat (apbn/apbd) belum lagi belanja atk udah di mark up gila2an dan untuk apa digitalisasi itu, dan banyak lagi bentuk2 penyimpangan yg terjadi terang2an di depan kita2 rakyat pembayar pajak....mirissss....","Setuju bgt efisiensi ini, krn selama ini yg kami amati program2 kementerian/dinas prov-kota banyakan buang2 anggaran, mereka rapat harus di hotel bintang ke luar kota klo bisa ke bali atau ke LN itu yg terjadi, belum lagi kedok wisata keluarga atas nama studi banding ini sangat miris krn memakai uang masyarakat (apbn/apbd) belum lagi belanja atk udah di mark up gila2an dan untuk apa digitalisasi itu, dan banyak lagi bentuk2 penyimpangan yg terjadi terang2an di depan kita2 rakyat pembayar pajak....mirissss....","setuju bgt efisiensi ini, krn selama ini yg kami amati program2 kementerian/dinas prov-kota banyakan buang2 anggaran, mereka rapat harus di hotel bintang ke luar kota klo bisa ke bali atau ke ln itu yg terjadi, belum lagi kedok wisata keluarga atas nama studi banding ini sangat miris krn memakai uang masyarakat (apbn/apbd) belum lagi belanja atk udah di mark up gila2an dan untuk apa digitalisasi itu, dan banyak lagi bentuk2 penyimpangan yg terjadi terang2an di depan kita2 rakyat pembayar pajak....mirissss....",3
UgzIN-3y-S8as1TcuL54AaABAg,1ySbwgZoUZI,@ApriYanto-v4p,0,2025-02-16T07:57:21Z,2025-02-16T07:57:21Z,Caranya koruptor di tembak mati.. Psti negara akan maju,Caranya koruptor di tembak mati.. Psti negara akan maju,caranya koruptor di tembak mati.. psti negara akan maju,1
UgyhRfqfPgY_n9yhVpt4AaABAg,1ySbwgZoUZI,@ghizarheni9941,6,2025-02-16T07:55:17Z,2025-02-16T07:55:17Z,Proyek proyek terus padahal masyarakat sdh menderita,Proyek proyek terus padahal masyarakat sdh menderita,proyek proyek terus padahal masyarakat sdh menderita,1
Ugz4dIQq82vRzJh_PNR4AaABAg,1ySbwgZoUZI,@AndikSubekti-w4p,3,2025-02-16T07:54:22Z,2025-02-16T07:54:52Z,Tolonglah bagi ahli ekonom indonesia ini PR bagi anda tuk bisa menekan mata uang dollar terhadap rupiah..bagaimana caranya andalah ahlinya ?,Tolonglah bagi ahli ekonom indonesia ini PR bagi anda tuk bisa menekan mata uang dollar terhadap rupiah..bagaimana caranya andalah ahlinya ?,tolonglah bagi ahli ekonom indonesia ini pr bagi anda tuk bisa menekan mata uang dollar terhadap rupiah..bagaimana caranya andalah ahlinya ?,1
UgwxUojlXuIxVOzVZsV4AaABAg,1ySbwgZoUZI,@khoiriazizi8643,28,2025-02-16T07:52:12Z,2025-02-16T07:54:42Z,"🤣🤣🤣itukan kata bapak, mengalami perhematan 7 T, nyatanya kan belum tentu.🤣🤣🤣kalau omon omon saja, anak saya yg umur 2 tahun dirumah juga bisa... 🤣🤣🤣 katanya efisiensi, tapi malah kunker ke 3 negara... apa kata dunia ...🤣🤣🤣","itukan kata bapak, mengalami perhematan 7 T, nyatanya kan belum tentu.kalau omon omon saja, anak saya yg umur 2 tahun dirumah juga bisa...  katanya efisiensi, tapi malah kunker ke 3 negara... apa kata dunia ...","itukan kata bapak, mengalami perhematan 7 t, nyatanya kan belum tentu.kalau omon omon saja, anak saya yg umur 2 tahun dirumah juga bisa...  katanya efisiensi, tapi malah kunker ke 3 negara... apa kata dunia ...",1
Ugwd-X0S20bkRM_aeIZ4AaABAg,1ySbwgZoUZI,@ProboWasiso,1,2025-02-16T07:48:44Z,2025-02-16T07:48:44Z,"Presiden omon-omon, dlm berpidato selalu menggebu-gebu kayak orang sedang kerasukan siluman macan kumbang yg meraung-raung. Namun dlm prakteknya bagaikan kucing kurap yg kecebur kolam. Lucu ....mau jadi apa bsngsa dan negara ini?","Presiden omon-omon, dlm berpidato selalu menggebu-gebu kayak orang sedang kerasukan siluman macan kumbang yg meraung-raung. Namun dlm prakteknya bagaikan kucing kurap yg kecebur kolam. Lucu ....mau jadi apa bsngsa dan negara ini?","presiden omon-omon, dlm berpidato selalu menggebu-gebu kayak orang sedang kerasukan siluman macan kumbang yg meraung-raung. namun dlm prakteknya bagaikan kucing kurap yg kecebur kolam. lucu ....mau jadi apa bsngsa dan negara ini?",1
Ugz2UcjQUUlMoKumrTp4AaABAg,1ySbwgZoUZI,@YasmonMaharaja,2,2025-02-16T07:47:26Z,2025-02-16T07:47:26Z,"Studi banding kok ke India pak?  Orang maju dia malahan mundur, tanggung itu pak, ke Etiopia saja, hahahaha,","Studi banding kok ke India pak?  Orang maju dia malahan mundur, tanggung itu pak, ke Etiopia saja, hahahaha,","studi banding kok ke india pak?  orang maju dia malahan mundur, tanggung itu pak, ke etiopia saja, hahahaha,",1
UgyNue5eOgpXCMXaCKx4AaABAg,1ySbwgZoUZI,@nasrudinjaelani1126,0,2025-02-16T07:47:04Z,2025-02-16T07:47:04Z,"Kalau pingin efisiensi kementerian dirampingkan, bukan malah menambah, kurangi staf khusus nya  , katanya efisiensi eh malah nambah staff kementerian, sama saja tidak efisiensi","Kalau pingin efisiensi kementerian dirampingkan, bukan malah menambah, kurangi staf khusus nya  , katanya efisiensi eh malah nambah staff kementerian, sama saja tidak efisiensi","kalau pingin efisiensi kementerian dirampingkan, bukan malah menambah, kurangi staf khusus nya  , katanya efisiensi eh malah nambah staff kementerian, sama saja tidak efisiensi",1
UgyIsNbZxl6os6oLqIN4AaABAg,1ySbwgZoUZI,@GunawanPutra-z8l,4,2025-02-16T07:46:22Z,2025-02-16T07:46:22Z,"Studi banding ke sebelah saja bos, kok maju pesat. Kalau ke India itu waduh kacau sama bengal kayak Indonesia","Studi banding ke sebelah saja bos, kok maju pesat. Kalau ke India itu waduh kacau sama bengal kayak Indonesia","studi banding ke sebelah saja bos, kok maju pesat. kalau ke india itu waduh kacau sama bengal kayak indonesia",1
Ugy6uiRJT6f554IyD0R4AaABAg,1ySbwgZoUZI,@jimmysanjaya4254,0,2025-02-16T07:45:09Z,2025-02-16T07:45:09Z,Klo menterinya masih omon omon yaa boncos,Klo menterinya masih omon omon yaa boncos,klo menterinya masih omon omon yaa boncos,1
Ugyd5XkxJCWwOl549hN4AaABAg,1ySbwgZoUZI,@GunawanPutra-z8l,1,2025-02-16T07:43:39Z,2025-02-16T07:43:39Z,"Sampean bilang Indonesia kaya raya, untuk makan siang kok motong anggaran, makanya kalau kampanye jgn banyak janji ketua, beludah ke langit","Sampean bilang Indonesia kaya raya, untuk makan siang kok motong anggaran, makanya kalau kampanye jgn banyak janji ketua, beludah ke langit","sampean bilang indonesia kaya raya, untuk makan siang kok motong anggaran, makanya kalau kampanye jgn banyak janji ketua, beludah ke langit",1
Ugy0OpJa-o4QQM-hQT94AaABAg,1ySbwgZoUZI,@keadilansosial-s5g,1,2025-02-16T07:43:34Z,2025-02-16T07:43:34Z,KTanya EFISIENSI 😂,KTanya EFISIENSI ,ktanya efisiensi ,1
UgwRsH_F9ik-BVslekR4AaABAg,1ySbwgZoUZI,@blinoblinodanmoli,0,2025-02-16T07:42:53Z,2025-02-16T07:42:53Z,president tololgoblok,president tololgoblok,president tololgoblok,1
Ugzfd7N7Dh6LuUgLZPd4AaABAg,1ySbwgZoUZI,@LazirSuga28,4,2025-02-16T07:42:03Z,2025-02-16T07:42:03Z,"Makin sulit di dunia pendidikan semuanya dipangkas, mulai gari guru ASN, guru yg dirumahkan, dana BOS yg dipangkas juga. Akibat dampak efisiensi anggaran","Makin sulit di dunia pendidikan semuanya dipangkas, mulai gari guru ASN, guru yg dirumahkan, dana BOS yg dipangkas juga. Akibat dampak efisiensi anggaran","makin sulit di dunia pendidikan semuanya dipangkas, mulai gari guru asn, guru yg dirumahkan, dana bos yg dipangkas juga. akibat dampak efisiensi anggaran",1
UgxuFYyyx1hatYFfeqp4AaABAg,1ySbwgZoUZI,@Esperikintil,6,2025-02-16T07:41:29Z,2025-02-16T07:41:29Z,Omon omon koruptor dilindungi,Omon omon koruptor dilindungi,omon omon koruptor dilindungi,1
Ugx6Q4jfa_2a8FlzL_p4AaABAg,1ySbwgZoUZI,@najibalfaruq5265,1,2025-02-16T07:40:45Z,2025-02-16T07:40:45Z,"Teori ""SEBALIKNYA""  semoga tidak terwujud","Teori ""SEBALIKNYA""  semoga tidak terwujud","teori ""sebaliknya""  semoga tidak terwujud",1
UgwLvwlFYEcB4SGs5dd4AaABAg,1ySbwgZoUZI,@endangmurdiyati24,19,2025-02-16T07:39:57Z,2025-02-16T07:39:57Z,Ditambah miskinkan koruptor untuk membangun masa depan bangsa.. dan mewariskan kegenerasi penerus..biarkan mereka berjuang dengan ERA yg lebih baik ..semoga INDONESIA lebih maju dan sejahtera❤,Ditambah miskinkan koruptor untuk membangun masa depan bangsa.. dan mewariskan kegenerasi penerus..biarkan mereka berjuang dengan ERA yg lebih baik ..semoga INDONESIA lebih maju dan sejahtera,ditambah miskinkan koruptor untuk membangun masa depan bangsa.. dan mewariskan kegenerasi penerus..biarkan mereka berjuang dengan era yg lebih baik ..semoga indonesia lebih maju dan sejahtera,3
Ugw9l2H4FAVMinQvmmR4AaABAg,1ySbwgZoUZI,@sanjayachannel6560,1,2025-02-16T07:37:24Z,2025-02-16T07:37:24Z,"Wkwkwkwkwkwk
Percuma ngomong teriak2, sok tegas, sok berwibawa
To sama koruptor kayak ayam kehujanan
Saya masa bodoh dg proyek2 untuk pembangunan
Krn percuma, proyek2 itu yg menikmati orang2 tertentu dananya
Saya lebih peduli sama penanganan penyakit negara ini, korupsi
Hukum mati koruptor dan miskinkan. Dsh itu aja. Itu baru pemimpin yg peduli sama rakyat
Ibarat penyakit, saat ini rakyat sedang digerogoti oleh penyakit korupsi
Masalahnya, gak ada satupun dokter yg yg mau melenyapkan penyakit itu
Makan siang gratis, insfrastuktur canggih, dll proyek2 besar lain ya. Itu gampang buat indonesia yg sehat. Gampang bgt, gak usah utang2
Tp ya itu, sehatkan dulu negara ini. Hukum 50th, ah bullshit
Itu tidak akan memutuskan  budaya korupsi
Pemimpin pengecut yg setengah2 dalam menangani koruptor","Wkwkwkwkwkwk
Percuma ngomong teriak2, sok tegas, sok berwibawa
To sama koruptor kayak ayam kehujanan
Saya masa bodoh dg proyek2 untuk pembangunan
Krn percuma, proyek2 itu yg menikmati orang2 tertentu dananya
Saya lebih peduli sama penanganan penyakit negara ini, korupsi
Hukum mati koruptor dan miskinkan. Dsh itu aja. Itu baru pemimpin yg peduli sama rakyat
Ibarat penyakit, saat ini rakyat sedang digerogoti oleh penyakit korupsi
Masalahnya, gak ada satupun dokter yg yg mau melenyapkan penyakit itu
Makan siang gratis, insfrastuktur canggih, dll proyek2 besar lain ya. Itu gampang buat indonesia yg sehat. Gampang bgt, gak usah utang2
Tp ya itu, sehatkan dulu negara ini. Hukum 50th, ah bullshit
Itu tidak akan memutuskan  budaya korupsi
Pemimpin pengecut yg setengah2 dalam menangani koruptor","wkwkwkwkwkwk
percuma ngomong teriak2, sok tegas, sok berwibawa
to sama koruptor kayak ayam kehujanan
saya masa bodoh dg proyek2 untuk pembangunan
krn percuma, proyek2 itu yg menikmati orang2 tertentu dananya
saya lebih peduli sama penanganan penyakit negara ini, korupsi
hukum mati koruptor dan miskinkan. dsh itu aja. itu baru pemimpin yg peduli sama rakyat
ibarat penyakit, saat ini rakyat sedang digerogoti oleh penyakit korupsi
masalahnya, gak ada satupun dokter yg yg mau melenyapkan penyakit itu
makan siang gratis, insfrastuktur canggih, dll proyek2 besar lain ya. itu gampang buat indonesia yg sehat. gampang bgt, gak usah utang2
tp ya itu, sehatkan dulu negara ini. hukum 50th, ah bullshit
itu tidak akan memutuskan  budaya korupsi
pemimpin pengecut yg setengah2 dalam menangani koruptor",1
UgxD9mTt8ATq8zuasHF4AaABAg,1ySbwgZoUZI,@MedanKeJerman,34,2025-02-16T07:36:51Z,2025-02-16T07:36:51Z,"Bila Mr.President Prabowo belum bisa melakukan hal-hal ini dalam satu semester tahun ini, maka bagi saya, dia adalah presiden gagal memperbaiki peradaban masyarakat Indonesia.
Hal-hal tersebut;
1. Transparansi semua hal birokrasi dari A sampai Z mulai dari pedesaan hingga perkotaan.
Semua harus ada di website, mulai dari persyaratan, lama pengerjaan dan biaya.
2. Presiden harus mengeluarkan Inpres, Perpres atau Kepres, agar MINIMAL di ibukota provinsi dan radius 45 kilometer dari pusat kota, pemerintah harus memperbaiki kualitas jalanan, meratakan semua polisi tidur yg berlebihan, meratakan/menertibkan semua hal misalnya tanaman masyarakat, bebatuan, benda2 apapun hingga plank2 toko atau nama usaha dibahu jalanan tembus dari pedesaan hingga kota.
3. Semua masyarakat,  dilarang bakar sampah anorganik, misalnya plastik, sisa2 potongan baju dari usaha konveksi, karet2 ban, dsb.dst.
Pemerintah mewajibkan pimpinan daerah setempat mengelola sampah dengan baik dan modern, sehingga tidak ada lagi sampah berserakan dan bertumpuk dipinggir jalan, disungai dll.dsb.
4. Presiden juga menginstruksikan kepada semua Gubernur agar masyarakat nya menjaga ketertiban, misalnya aturan dalam pemutaran audio player, karaokean atau dari sumber suara digital apapun yg mengenai desibel, durasi dan jam putar.
Dan tidak ada lagi pesta2 sukacita yang menutup sebagian atau seluruh jalanan. 
5. Presiden juga harus menginstruksikan Kapolri dan TNI serta Kemenhub kerjasama membentuk satuan pengamanan, penertiban dan pengaturan Lalu lintas Minimal di jam sibuk antara jam 6 hingga 9 dan 16 hingga 20. 
Para PKL dijalanan, bahu jalan hingga trotoar wajib tutup lapak di jam 6, dan ditahun kedua, pemerintah setempat Wajib merelokasi para PKL ke tempat yang layak dan proper.

ANDAI hal-hal ini saja yang bisa berubah drastis ditahun ini, maka kehidupan sehari-hari masyarakat akan lebih beradab.

Dan ini bisa dilakukan hanya bermodalkan kertas dan tandatangan Presiden kepada para pembantunya serta kepala pemerintahan daerah.

Percuma ngomongin ratuan triliun, hasil belum jelas.
Anak2 sekolah dikasi makan bergizi tapi di lingkungan sekolah atau tempat tinggalnya, asap2 bakaran anorganik, suara knalpot brong mempengaruhi otak dan kualitas pikiran mereka.

Heuff......","Bila Mr.President Prabowo belum bisa melakukan hal-hal ini dalam satu semester tahun ini, maka bagi saya, dia adalah presiden gagal memperbaiki peradaban masyarakat Indonesia.
Hal-hal tersebut;
1. Transparansi semua hal birokrasi dari A sampai Z mulai dari pedesaan hingga perkotaan.
Semua harus ada di website, mulai dari persyaratan, lama pengerjaan dan biaya.
2. Presiden harus mengeluarkan Inpres, Perpres atau Kepres, agar MINIMAL di ibukota provinsi dan radius 45 kilometer dari pusat kota, pemerintah harus memperbaiki kualitas jalanan, meratakan semua polisi tidur yg berlebihan, meratakan/menertibkan semua hal misalnya tanaman masyarakat, bebatuan, benda2 apapun hingga plank2 toko atau nama usaha dibahu jalanan tembus dari pedesaan hingga kota.
3. Semua masyarakat,  dilarang bakar sampah anorganik, misalnya plastik, sisa2 potongan baju dari usaha konveksi, karet2 ban, dsb.dst.
Pemerintah mewajibkan pimpinan daerah setempat mengelola sampah dengan baik dan modern, sehingga tidak ada lagi sampah berserakan dan bertumpuk dipinggir jalan, disungai dll.dsb.
4. Presiden juga menginstruksikan kepada semua Gubernur agar masyarakat nya menjaga ketertiban, misalnya aturan dalam pemutaran audio player, karaokean atau dari sumber suara digital apapun yg mengenai desibel, durasi dan jam putar.
Dan tidak ada lagi pesta2 sukacita yang menutup sebagian atau seluruh jalanan. 
5. Presiden juga harus menginstruksikan Kapolri dan TNI serta Kemenhub kerjasama membentuk satuan pengamanan, penertiban dan pengaturan Lalu lintas Minimal di jam sibuk antara jam 6 hingga 9 dan 16 hingga 20. 
Para PKL dijalanan, bahu jalan hingga trotoar wajib tutup lapak di jam 6, dan ditahun kedua, pemerintah setempat Wajib merelokasi para PKL ke tempat yang layak dan proper.

ANDAI hal-hal ini saja yang bisa berubah drastis ditahun ini, maka kehidupan sehari-hari masyarakat akan lebih beradab.

Dan ini bisa dilakukan hanya bermodalkan kertas dan tandatangan Presiden kepada para pembantunya serta kepala pemerintahan daerah.

Percuma ngomongin ratuan triliun, hasil belum jelas.
Anak2 sekolah dikasi makan bergizi tapi di lingkungan sekolah atau tempat tinggalnya, asap2 bakaran anorganik, suara knalpot brong mempengaruhi otak dan kualitas pikiran mereka.

Heuff......","bila mr.president prabowo belum bisa melakukan hal-hal ini dalam satu semester tahun ini, maka bagi saya, dia adalah presiden gagal memperbaiki peradaban masyarakat indonesia.
hal-hal tersebut;
1. transparansi semua hal birokrasi dari a sampai z mulai dari pedesaan hingga perkotaan.
semua harus ada di website, mulai dari persyaratan, lama pengerjaan dan biaya.
2. presiden harus mengeluarkan inpres, perpres atau kepres, agar minimal di ibukota provinsi dan radius 45 kilometer dari pusat kota, pemerintah harus memperbaiki kualitas jalanan, meratakan semua polisi tidur yg berlebihan, meratakan/menertibkan semua hal misalnya tanaman masyarakat, bebatuan, benda2 apapun hingga plank2 toko atau nama usaha dibahu jalanan tembus dari pedesaan hingga kota.
3. semua masyarakat,  dilarang bakar sampah anorganik, misalnya plastik, sisa2 potongan baju dari usaha konveksi, karet2 ban, dsb.dst.
pemerintah mewajibkan pimpinan daerah setempat mengelola sampah dengan baik dan modern, sehingga tidak ada lagi sampah berserakan dan bertumpuk dipinggir jalan, disungai dll.dsb.
4. presiden juga menginstruksikan kepada semua gubernur agar masyarakat nya menjaga ketertiban, misalnya aturan dalam pemutaran audio player, karaokean atau dari sumber suara digital apapun yg mengenai desibel, durasi dan jam putar.
dan tidak ada lagi pesta2 sukacita yang menutup sebagian atau seluruh jalanan. 
5. presiden juga harus menginstruksikan kapolri dan tni serta kemenhub kerjasama membentuk satuan pengamanan, penertiban dan pengaturan lalu lintas minimal di jam sibuk antara jam 6 hingga 9 dan 16 hingga 20. 
para pkl dijalanan, bahu jalan hingga trotoar wajib tutup lapak di jam 6, dan ditahun kedua, pemerintah setempat wajib merelokasi para pkl ke tempat yang layak dan proper.

andai hal-hal ini saja yang bisa berubah drastis ditahun ini, maka kehidupan sehari-hari masyarakat akan lebih beradab.

dan ini bisa dilakukan hanya bermodalkan kertas dan tandatangan presiden kepada para pembantunya serta kepala pemerintahan daerah.

percuma ngomongin ratuan triliun, hasil belum jelas.
anak2 sekolah dikasi makan bergizi tapi di lingkungan sekolah atau tempat tinggalnya, asap2 bakaran anorganik, suara knalpot brong mempengaruhi otak dan kualitas pikiran mereka.

heuff......",1
